LONGITUDE;LATITUDE;CODE_COMMUNE;CODE_POSTAL;COMMUNE
2.4387;43.4116;11297;11380;PRADELLES CABARDES
2.5521;50.4903;62178;62700;BRUAY LA BUISSIERE
2.5521;50.4903;62178;62700;BRUAY LA BUISSIERE
0.0589;44.9555;24584;24610;VILLEFRANCHE DE LONCHAT
0.7541;44.7738;24028;24440;BEAUMONTOIS EN PERIGORD
0.7541;44.7738;24028;24440;BEAUMONTOIS EN PERIGORD
0.7541;44.7738;24028;24440;BEAUMONTOIS EN PERIGORD
0.7541;44.7738;24028;24440;BEAUMONTOIS EN PERIGORD
0.7541;44.7738;24028;24440;BEAUMONTOIS EN PERIGORD
0.5197;45.1484;24372;24110;ST ASTIER
-3.1137;47.7714;56097;56690;LANDEVANT
5.0451;45.9927;01443;01330;VILLARS LES DOMBES
4.9591;45.2359;26083;26330;CHATEAUNEUF DE GALAURE
4.9736;49.4184;08089;08240;BUZANCY
4.9736;49.4184;08089;08240;BUZANCY
-1.8235;46.9911;44087;44270;MACHECOUL ST MEME
-1.8235;46.9911;44087;44270;MACHECOUL ST MEME
7.4583;43.7641;06104;06190;ROQUEBRUNE CAP MARTIN
7.4583;43.7641;06104;06190;ROQUEBRUNE CAP MARTIN
4.4648;45.7378;69220;69930;ST LAURENT DE CHAMOUSSET
5.7353;45.3801;38412;38380;ST LAURENT DU PONT
1.2567;46.8121;36123;36290;MEZIERES EN BRENNE
2.3873;43.1671;11272;11570;PALAJA
3.0547;50.3542;59329;59552;LAMBRES LEZ DOUAI
2.6781;50.6119;62502;62136;LESTREM
2.1197;46.2994;23064;23270;CLUGNAT
3.1747;48.9119;77405;77750;ST CYR SUR MORIN
4.4772;46.3111;71289;71520;MATOUR
6.8102;48.1276;88218;88640;GRANGES AUMONTZEY
6.8102;48.1276;88218;88640;GRANGES AUMONTZEY
-1.5049;46.7699;85178;85170;LE POIRE SUR VIE
-1.4538;43.5664;40209;40440;ONDRES
3.3057;43.7307;34142;34700;LODEVE
-0.1853;43.7695;32155;32460;LE HOUGA
6.2618;47.9969;88029;88240;BAINS LES BAINS
3.4886;44.6238;48127;48700;RIEUTORT DE RANDON
-3.037;47.5908;56258;56470;LA TRINITE SUR MER
-4.1873;47.8239;29135;29750;LOCTUDY
3.1779;46.0984;03118;03800;GANNAT
2.746;45.6509;63189;63820;LAQUEUILLE
-0.2678;44.7345;33523;33760;TARGON
3.5195;47.1017;58267;58330;ST SAULGE
-3.2333;47.6928;56169;56680;PLOUHINEC
5.0601;46.8045;71456;71620;ST MARTIN EN BRESSE
7.1591;48.1598;68175;68650;LAPOUTROIE
-0.6321;48.0907;53007;53210;ARGENTRE
-3.0377;48.3097;22047;22320;CORLAY
6.0701;46.4985;39470;39220;LES ROUSSES
6.0701;46.4985;39470;39220;LES ROUSSES
-1.0828;48.5721;50484;50730;ST HILAIRE DU HARCOUET
-1.0828;48.5721;50484;50600;ST HILAIRE DU HARCOUET
-1.0828;48.5721;50484;50600;ST HILAIRE DU HARCOUET
1.7149;43.8484;81220;81800;RABASTENS
3.1515;43.7025;34038;34260;LE BOUSQUET D ORB
7.053;43.6742;06105;06330;ROQUEFORT LES PINS
0.73;47.2888;37266;37250;VEIGNE
2.3165;48.8153;92049;92120;MONTROUGE
4.3788;48.9641;51108;51000;CHALONS EN CHAMPAGNE
5.5287;45.1322;38225;38112;AUTRANS MEAUDRE EN VERCORS
5.5287;45.1322;38225;38880;AUTRANS MEAUDRE EN VERCORS
2.2867;46.0202;23048;23190;CHAMPAGNAT
1.6206;49.9168;76101;76340;BLANGY SUR BRESLE
-4.2654;47.9084;29174;29720;PLONEOUR LANVERN
-0.4689;46.9784;79013;79150;ARGENTONAY
-0.4689;46.9784;79013;79150;ARGENTONAY
-0.4689;46.9784;79013;79150;ARGENTONAY
-0.4689;46.9784;79013;79150;ARGENTONAY
-0.4689;46.9784;79013;79150;ARGENTONAY
-0.4689;46.9784;79013;79150;ARGENTONAY
-0.4689;46.9784;79013;79150;ARGENTONAY
7.4596;49.0473;57089;57230;BITCHE
3.2638;48.4603;77174;77157;EVERLY
7.4937;43.7908;06083;06500;MENTON
4.5938;43.7797;30032;30300;BEAUCAIRE
1.2346;49.7715;76321;76950;LES GRANDES VENTES
7.448;43.8845;06136;06380;SOSPEL
4.1392;44.9732;43186;43550;ST FRONT
4.1965;44.7167;07161;07560;MONTPEZAT SOUS BAUZON
6.6522;43.4285;83107;83520;ROQUEBRUNE SUR ARGENS
6.6522;43.4285;83107;83380;ROQUEBRUNE SUR ARGENS
2.8665;43.9657;12208;12400;ST AFFRIQUE
5.2437;46.3434;01232;01851;MARBOZ
5.2384;46.6352;71263;71500;LOUHANS
5.2384;46.6352;71263;71500;LOUHANS
-2.7451;48.4801;22360;22950;TREGUEUX
-2.7451;48.4801;22360;22950;TREGUEUX
5.5511;43.223;13022;13260;CASSIS
-4.5879;48.2682;29022;29570;CAMARET SUR MER
-4.7209;48.4388;29177;29810;PLOUARZEL
3.9261;45.6552;42205;42940;ST BONNET LE COURREAU
-1.4674;46.6028;85008;85430;AUBIGNY LES CLOUZEAUX
-1.4674;46.6028;85008;85430;AUBIGNY LES CLOUZEAUX
3.8531;43.9541;30263;30170;ST HIPPOLYTE DU FORT
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52140;VAL DE MEUSE
5.5341;48.0074;52332;52240;VAL DE MEUSE
4.1528;49.926;02684;02830;ST MICHEL
-1.0776;49.11;50502;50000;ST LO
-1.5962;47.0891;44041;44118;LA CHEVROLIERE
-1.5962;47.0891;44041;44118;LA CHEVROLIERE
2.2891;49.0015;95369;95580;MARGENCY
6.0764;47.0312;25015;25330;AMANCEY
-3.6039;48.1365;56066;56110;GOURIN
6.3853;46.2189;74037;74420;BOEGE
-0.9193;48.063;53137;53320;LOIRON RUILLE
-0.9193;48.063;53137;53320;LOIRON RUILLE
2.4178;49.5112;60581;60130;ST JUST EN CHAUSSEE
-0.8016;48.4219;53107;53120;GORRON
-2.2413;48.3108;22020;22250;BROONS
-1.5539;48.3367;35326;35490;SENS DE BRETAGNE
2.7863;44.1594;12253;12410;SALLES CURAN
0.1091;45.6096;16113;16400;LA COURONNE
5.8573;43.8957;04242;04180;VILLENEUVE
4.2888;45.3788;42095;42700;FIRMINY
4.7672;43.8539;13045;13690;GRAVESON
4.3788;47.0569;71237;71540;IGORNAY
7.2392;48.643;57163;57850;DABO
7.2392;48.643;57163;57850;DABO
7.179;47.8828;68315;68360;SOULTZ HAUT RHIN
6.0328;45.0344;38052;38520;LE BOURG D OISANS
7.4147;48.1942;68113;68970;GUEMAR
-0.7869;44.4862;33042;33830;BELIN BELIET
-0.7869;44.4862;33042;33830;BELIN BELIET
-0.9325;43.5613;40118;40290;HABAS
1.3464;43.9191;82079;82370;LABASTIDE ST PIERRE
2.6914;44.6869;12209;12460;ST AMANS DES COTS
9.2536;41.5925;2A247;20137;PORTO VECCHIO
0.4942;46.7725;86174;86530;NAINTRE
2.5251;44.4438;12254;12330;SALLES LA SOURCE
3.845;44.8498;43111;43340;LANDOS
3.845;44.8498;43111;43340;LANDOS
6.9297;43.4985;06138;06590;THEOULE SUR MER
6.9297;43.4985;06138;06590;THEOULE SUR MER
3.3575;50.3112;59361;59156;LOURCHES
5.2719;44.4063;26288;26510;SAHUNE
-0.6835;47.5608;49200;49770;LONGUENEE EN ANJOU
-0.6835;47.5608;49200;49770;LONGUENEE EN ANJOU
-0.6835;47.5608;49200;49770;LONGUENEE EN ANJOU
4.3479;44.4479;07201;07120;RUOMS
3.0996;48.1819;89370;89150;ST VALERIEN
2.0371;48.7071;78160;78460;CHEVREUSE
5.0564;48.9741;55517;55250;SEUIL D ARGONNE
5.0564;48.9741;55517;55250;SEUIL D ARGONNE
5.0564;48.9741;55517;55250;SEUIL D ARGONNE
1.6622;46.3033;23075;23800;DUN LE PALESTEL
0.3742;43.9717;32107;32100;CONDOM
3.7913;45.0462;43233;43320;SANSSAC L EGLISE
-1.0843;44.594;33199;33470;GUJAN MESTRAS
2.7485;43.4788;34284;34220;ST PONS DE THOMIERES
0.5867;43.4318;32242;32140;MASSEUBE
2.3286;50.1079;80071;80630;BEAUVAL
4.5431;47.3974;21710;21350;VITTEAUX
4.8318;48.5752;52182;52290;ECLARON BRAUCOURT STE LIVIERE
4.8318;48.5752;52182;52290;ECLARON BRAUCOURT STE LIVIERE
4.8318;48.5752;52182;52290;ECLARON BRAUCOURT STE LIVIERE
0.5066;46.5547;86226;86800;ST JULIEN L ARS
-1.9415;48.5093;22197;22690;PLEUDIHEN SUR RANCE
-1.5841;48.1566;35334;35235;THORIGNE FOUILLARD
3.2061;43.709;34144;34650;LUNAS
6.6071;45.9468;74256;74700;SALLANCHES
6.6071;45.9468;74256;74700;SALLANCHES
6.6071;45.9468;74256;74700;SALLANCHES
3.0882;45.7211;63307;63540;ROMAGNAT
3.0882;45.7211;63307;63540;ROMAGNAT
3.0882;45.7211;63307;63540;ROMAGNAT
3.7942;43.6507;34116;34790;GRABELS
6.1461;46.852;25259;25560;FRASNE
6.3323;47.1633;25578;25800;VALDAHON
0.804;48.3176;28280;28400;NOGENT LE ROTROU
5.3016;43.7176;13084;13640;LA ROQUE D ANTHERON
2.7492;46.2787;03082;03600;COMMENTRY
3.005;46.0543;63382;63440;ST PARDOUX
1.4759;46.2367;23176;23300;LA SOUTERRAINE
4.6703;46.4304;71137;71250;CLUNY
-0.1054;45.0391;33138;33230;COUTRAS
1.9978;42.3952;66130;66340;OSSEJA
0.0417;47.2479;49361;49730;VARENNES SUR LOIRE
3.0632;45.9207;63103;63140;CHATEL GUYON
3.0632;45.9207;63103;63140;CHATEL GUYON
-1.8427;49.6632;50041;50440;BEAUMONT HAGUE
3.5817;47.7935;89024;89290;AUXERRE
3.5817;47.7935;89024;89000;AUXERRE
7.4622;48.2481;67462;67600;SELESTAT
0.9663;49.7085;76018;76890;VAL DE SAANE
-1.328;43.7498;40310;40140;SOUSTONS
3.0849;47.6424;89344;89170;ST FARGEAU
3.0849;47.6424;89344;89170;ST FARGEAU
5.4278;46.7316;39056;39140;BLETTERANS
0.904;46.2419;87028;87320;BUSSIERE POITEVINE
0.6545;47.3336;37122;37300;JOUE LES TOURS
0.1563;43.5212;32233;32230;MARCIAC
6.6641;43.2622;83119;83990;ST TROPEZ
1.1534;49.2206;27375;27400;LOUVIERS
3.9808;47.6952;89279;89310;NOYERS
2.6658;47.0321;18018;18520;AVORD
-3.4196;47.7842;56185;56530;QUEVEN
-1.0238;48.1084;53247;53410;ST PIERRE LA COUR
0.4746;48.6503;61297;61380;MOULINS LA MARCHE
-3.7041;48.5736;29199;29610;PLOUIGNEAU
4.3411;47.491;21603;21140;SEMUR EN AUXOIS
7.3579;48.2126;68028;68750;BERGHEIM
2.9712;42.6009;66065;66200;ELNE
1.4926;46.5788;36006;36200;ARGENTON SUR CREUSE
0.5661;46.6796;86032;86210;BONNEUIL MATOURS
2.2202;47.1358;18141;18500;MEHUN SUR YEVRE
1.3494;43.0693;09181;09290;LE MAS D AZIL
0.3427;49.338;27065;27210;BEUZEVILLE
0.2604;43.8786;32149;32330;GONDRIN
5.3641;47.533;21277;21610;FONTAINE FRANCAISE
6.2714;48.7728;54089;54770;BOUXIERES AUX CHENES
6.2714;48.7728;54089;54770;BOUXIERES AUX CHENES
0.2478;43.1857;65447;65190;TOURNAY
-3.1089;48.8035;22127;22740;LEZARDRIEUX
-3.1089;48.8035;22127;22740;LEZARDRIEUX
-1.2269;46.5336;85135;85320;MAREUIL SUR LAY DISSAIS
-1.2269;46.5336;85135;85320;MAREUIL SUR LAY DISSAIS
2.0761;48.7731;78297;78280;GUYANCOURT
2.0761;48.7731;78297;78280;GUYANCOURT
2.0761;48.7731;78297;78280;GUYANCOURT
5.1596;43.6308;13069;13330;PELISSANNE
3.838;49.9577;02135;02620;BUIRONFOSSE
2.9845;45.6668;63026;63970;AYDAT
0.0845;44.3115;47052;47700;CASTELJALOUX
6.4491;43.4015;83148;83550;VIDAUBAN
6.2352;49.4155;57124;57570;CATTENOM
5.1498;44.1884;84069;84340;MALAUCENE
2.62;48.8461;77337;77186;NOISIEL
5.7911;43.8354;04112;04100;MANOSQUE
5.8315;43.8707;04245;04130;VOLX
4.6097;45.0769;07236;07410;ST FELICIEN
3.5791;47.2288;58132;58420;GUIPY
2.93;49.3105;60430;60127;MORIENVAL
0.7535;49.4463;76401;76940;ARELAUNE EN SEINE
0.7535;49.4463;76401;76940;ARELAUNE EN SEINE
-1.7414;48.5364;35095;35120;DOL DE BRETAGNE
5.1977;49.5005;55502;55700;STENAY
6.3937;44.5273;05164;05160;SAVINES LE LAC
2.1441;50.9976;59273;59820;GRAVELINES
3.6407;44.7775;48070;48600;GRANDRIEU
-3.0014;47.5876;56233;56470;ST PHILIBERT
-2.243;47.3722;44168;44720;ST JOACHIM
9.2548;42.4476;2B169;20218;MOROSAGLIA
9.2548;42.4476;2B169;20218;MOROSAGLIA
-3.3266;47.7691;56098;56600;LANESTER
6.0616;46.6591;39228;39460;FONCINE LE HAUT
6.2613;46.1353;74220;74930;REIGNIER ESERY
6.2613;46.1353;74220;74930;REIGNIER ESERY
1.0008;47.684;41199;41310;ST AMAND LONGPRE
1.7938;49.3615;60616;60590;SERIFONTAINE
5.2999;49.029;55498;55220;SOUILLY
2.1664;44.0567;81060;81400;CARMAUX
0.8394;44.3793;47203;47140;PENNE D AGENAIS
-1.1907;45.7595;17452;17390;LA TREMBLADE
-1.1907;45.7595;17452;17390;LA TREMBLADE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
0.6599;48.589;61491;61190;TOUROUVRE AU PERCHE
-4.0221;48.5766;29210;29420;PLOUVORN
5.438;43.4116;13107;13109;SIMIANE COLLONGUE
-0.7527;43.7413;40201;40250;MUGRON
2.3132;43.2514;11279;11610;PENNAUTIER
1.5435;44.1565;82037;82300;CAUSSADE
5.218;46.1712;01289;01960;PERONNAS
1.061;47.8013;41269;41100;VENDOME
2.5784;44.6544;12094;12140;ENTRAYGUES SUR TRUYERE
1.2648;44.6855;46297;46340;SALVIAC
5.7805;44.067;04178;04230;ST ETIENNE LES ORGUES
1.3593;48.7485;28134;28100;DREUX
2.4098;43.5308;81209;81660;PONT DE LARN
7.0116;48.9957;57628;57430;SARRALBE
6.3892;49.0067;57572;57580;REMILLY
2.2784;48.4326;91100;91880;BOUVILLE
2.4416;44.9245;15014;15000;AURILLAC
0.3599;46.5839;86194;86000;POITIERS
0.4333;43.8016;32083;32410;CASTERA VERDUZAN
0.1739;45.8791;16206;16230;MANSLE
3.0613;45.7748;63075;63400;CHAMALIERES
5.8898;47.8171;70292;70500;JUSSEY
5.8898;47.8171;70292;70500;JUSSEY
3.4809;44.5295;48095;48000;MENDE
-1.3256;43.3983;64256;64240;HASPARREN
3.4973;45.9611;63291;63290;PUY GUILLAUME
-2.2492;47.5405;56147;56130;NIVILLAC
0.4119;42.9604;65408;65410;SARRANCOLIN
0.1036;43.2497;65047;65800;AUREILHAN
2.0477;50.7916;62827;62890;TOURNEHEM SUR LA HEM
6.4764;45.9562;74136;74450;LE GRAND BORNAND
-0.8001;48.108;53054;53810;CHANGE
7.4269;48.3232;67084;67650;DAMBACH LA VILLE
-0.711;45.9749;17448;17380;TONNAY BOUTONNE
7.135;48.115;68249;68370;ORBEY
-1.2761;44.02;40157;40170;LIT ET MIXE
4.6197;44.8102;07167;07360;LES OLLIERES SUR EYRIEUX
5.1635;48.7642;55029;55000;BAR LE DUC
0.7589;43.9947;32253;32340;MIRADOUX
6.08;47.7661;70228;70160;FAVERNEY
6.08;47.7661;70228;70160;FAVERNEY
0.4631;47.8672;72143;72150;LE GRAND LUCE
6.413;47.9016;70245;70220;FOUGEROLLES
-3.2915;48.6346;22004;22140;BEGARD
-3.2915;48.6346;22004;22140;BEGARD
-3.2915;48.6346;22004;22140;BEGARD
-3.2915;48.6346;22004;22140;BEGARD
6.9261;48.0185;88075;88250;LA BRESSE
6.686;47.8257;70489;70440;SERVANCE
-1.2362;43.2615;64273;64780;IRISSARRY
3.2777;49.8472;02691;02100;ST QUENTIN
4.9846;45.126;26301;26260;ST DONAT SUR L HERBASSE
9.4254;42.972;2B261;20247;ROGLIANO
9.4254;42.972;2B261;20248;ROGLIANO
5.4431;47.7929;52093;52600;CHALINDREY
2.7916;46.3434;03104;03170;DOYET
2.5435;46.3681;03101;03410;DOMERAT
4.9073;48.7776;51531;51250;SERMAIZE LES BAINS
3.9086;46.0477;42182;42370;RENAISON
2.8581;49.3071;60481;60129;ORROUY
6.7223;44.7639;05007;05350;ARVIEUX
6.6014;44.9346;05133;05330;ST CHAFFREY
3.5846;45.8958;63393;63550;ST REMY SUR DUROLLE
2.997;45.7867;63263;63870;ORCINES
5.1882;44.6951;26289;26340;SAILLANS
4.4042;49.7029;08419;08460;SIGNY L ABBAYE
4.4042;49.7029;08419;08460;SIGNY L ABBAYE
3.9732;44.6473;07232;07590;ST ETIENNE DE LUGDARES
3.2637;50.4143;59375;59870;MARCHIENNES
0.4813;44.4078;47054;47260;CASTELMORON SUR LOT
5.6198;43.3972;13016;13720;LA BOUILLADISSE
5.6198;43.3972;13016;13720;LA BOUILLADISSE
5.6198;43.3972;13016;13720;LA BOUILLADISSE
5.6198;43.3972;13016;13720;LA BOUILLADISSE
5.3308;46.3867;01108;01270;COLIGNY
-3.0452;48.8054;22210;22620;PLOUBAZLANEC
-3.0452;48.8054;22210;22620;PLOUBAZLANEC
-3.0452;48.8054;22210;22620;PLOUBAZLANEC
-3.2422;48.7243;22247;22450;POMMERIT JAUDY
6.5863;43.1952;83048;83420;LA CROIX VALMER
3.2571;44.4193;48034;48500;LA CANOURGUE
3.2571;44.4193;48034;48500;LA CANOURGUE
3.2571;44.4193;48034;48500;LA CANOURGUE
3.2571;44.4193;48034;48500;LA CANOURGUE
9.0486;41.988;2A031;20119;BASTELICA
6.5297;45.8348;73114;73590;FLUMET
0.0111;47.3035;49002;49650;ALLONNES
5.1305;44.0545;84072;84380;MAZAN
3.6252;43.9887;30350;30120;LE VIGAN
3.4166;43.357;34031;34550;BESSAN
5.8909;44.6844;05139;05250;LE DEVOLUY
5.8909;44.6844;05139;05250;LE DEVOLUY
5.8909;44.6844;05139;05250;LE DEVOLUY
5.8909;44.6844;05139;05250;LE DEVOLUY
5.8909;44.6844;05139;05250;LE DEVOLUY
0.651;49.3223;27018;27290;APPEVILLE ANNEBAULT
3.6442;48.3313;10223;10290;MARCILLY LE HAYER
-1.4341;47.7705;44146;44660;ROUGE
4.3788;48.1127;10034;10110;BAR SUR SEINE
-2.8327;47.5127;56214;56730;ST GILDAS DE RHUYS
-2.7571;47.6598;56260;56000;VANNES
2.8263;50.5121;62276;62138;DOUVRIN
-3.3733;48.0614;56048;56540;LE CROISTY
6.1439;46.7758;39331;39250;MIGNOVILLARD
6.1439;46.7758;39331;39250;MIGNOVILLARD
6.1439;46.7758;39331;39250;MIGNOVILLARD
6.1439;46.7758;39331;39250;MIGNOVILLARD
6.9236;45.931;74056;74400;CHAMONIX MONT BLANC
6.9236;45.931;74056;74400;CHAMONIX MONT BLANC
6.9236;45.931;74056;74400;CHAMONIX MONT BLANC
6.9236;45.931;74056;74400;CHAMONIX MONT BLANC
4.4335;46.4783;71394;71220;ST BONNET DE JOUX
2.256;49.3591;60313;60370;HERMES
-0.4988;48.4421;53127;53110;LASSAY LES CHATEAUX
-0.4988;48.4421;53127;53110;LASSAY LES CHATEAUX
-0.4988;48.4421;53127;53110;LASSAY LES CHATEAUX
-0.4988;48.4421;53127;53110;LASSAY LES CHATEAUX
2.4789;47.1077;18213;18390;ST GERMAIN DU PUY
1.1354;45.2589;24210;24390;HAUTEFORT
0.7581;44.5202;47175;47150;MONFLANQUIN
4.5249;45.4052;42322;42131;LA VALLA EN GIER
3.1014;44.4482;12237;12560;ST LAURENT D OLT
5.1288;44.3565;26220;26110;NYONS
-1.1453;43.874;40075;40260;CASTETS
1.8398;46.4557;36001;36140;AIGURANDE
3.5009;47.6001;89125;89560;COURSON LES CARRIERES
1.7446;47.3745;41194;41200;ROMORANTIN LANTHENAY
3.1435;47.0373;58303;58640;VARENNES VAUZELLES
6.7173;48.8078;57177;57260;DIEUZE
-0.441;45.1637;33473;33920;ST SAVIN
2.6883;43.6973;81124;81230;LACAUNE
3.0997;43.3976;34069;34370;CAZOULS LES BEZIERS
0.5043;45.6676;16223;16220;MONTBRON
0.4716;45.8983;16308;16450;ST CLAUD
4.9308;48.4995;52550;52130;WASSY
4.6599;45.4231;42168;42410;PELUSSIN
-2.3471;46.7094;85113;85350;L ILE D YEU
-2.3471;46.7094;85113;85350;L ILE D YEU
2.9257;44.268;12294;12780;VEZINS DE LEVEZOU
0.0843;44.7948;33186;33890;GENSAC
2.766;50.2899;62041;62000;ARRAS
0.9247;44.9264;24067;24260;LE BUGUE
0.9805;44.7462;24035;24170;PAYS DE BELVES
0.9805;44.7462;24035;24170;PAYS DE BELVES
0.9805;44.7462;24035;24170;PAYS DE BELVES
-3.3407;47.8132;56036;56850;CAUDAN
2.2705;42.9352;11103;11190;COUIZA
2.7395;50.6309;59268;59253;LA GORGUE
6.9414;45.5842;73232;73640;STE FOY TARENTAISE
4.7721;48.1359;10426;10310;VILLE SOUS LA FERTE
4.7721;48.1359;10426;10310;VILLE SOUS LA FERTE
-1.1344;45.8473;17058;17560;BOURCEFRANC LE CHAPUS
-0.7537;46.1045;17434;17700;SURGERES
1.3326;45.9078;87125;87570;RILHAC RANCON
1.2208;45.8831;87050;87270;COUZEIX
1.1728;46.2285;87089;87190;MAGNAC LAVAL
-1.4653;43.5367;40312;40220;TARNOS
4.2828;45.9134;42063;42114;CHIRASSIMONT
4.3441;45.7937;42165;42360;PANISSIERES
-0.1253;47.1288;49215;49260;MONTREUIL BELLAY
-0.1253;47.1288;49215;49260;MONTREUIL BELLAY
1.2269;48.3033;28196;28120;ILLIERS COMBRAY
1.1481;42.8178;09285;09140;SEIX
-1.1625;46.8706;85215;85250;ST FULGENT
1.9969;43.4656;31451;31250;REVEL
1.9969;43.4656;31451;31250;REVEL
-3.8411;47.838;29293;29910;TREGUNC
7.252;47.5891;68138;68560;HIRSINGUE
2.0516;48.4167;91130;91780;CHALO ST MARS
-1.404;48.12;35068;35220;CHATEAUBOURG
-1.404;48.12;35068;35220;CHATEAUBOURG
-1.404;48.12;35068;35220;CHATEAUBOURG
2.0168;43.5824;81219;81700;PUYLAURENS
2.011;49.8819;80554;80540;MOLLIENS DREUIL
2.011;49.8819;80554;80540;MOLLIENS DREUIL
6.4819;46.3704;74281;74200;THONON LES BAINS
6.4819;46.3704;74281;74200;THONON LES BAINS
8.6233;42.3435;2A197;20147;OSANI
1.3773;42.8757;09182;09320;MASSAT
2.0935;45.0196;19086;19430;GOULLES
-0.9725;43.0098;64316;64560;LARRAU
6.5142;47.1113;25432;25390;ORCHAMPS VENNES
-0.7387;47.829;53062;53200;CHATEAU GONTIER
-0.7387;47.829;53062;53200;CHATEAU GONTIER
6.4287;47.9697;88351;88370;PLOMBIERES LES BAINS
6.4287;47.9697;88351;88370;PLOMBIERES LES BAINS
6.4287;47.9697;88351;88370;PLOMBIERES LES BAINS
1.0191;48.5596;28373;28250;SENONCHES
1.0191;48.5596;28373;28250;SENONCHES
1.0191;48.5596;28373;28250;SENONCHES
1.1751;46.9917;36045;36700;CHATILLON SUR INDRE
1.5968;48.7989;78310;78550;HOUDAN
2.495;49.9202;80212;80800;CORBIE
8.9695;41.7704;2A211;20140;PETRETO BICCHISANO
1.3616;43.7938;31118;31620;CASTELNAU D ESTRETEFONDS
0.2451;47.1723;37072;37500;CHINON
2.0987;48.9407;78551;78100;ST GERMAIN EN LAYE
2.6853;46.12;63281;63330;PIONSAT
1.0411;46.1049;87011;87300;BELLAC
-3.9026;48.0079;29049;29370;ELLIANT
6.1153;46.0362;74096;74350;CRUSEILLES
5.25;43.524;13112;13880;VELAUX
1.5375;43.6845;31117;31180;CASTELMAUROU
-0.4733;46.1809;79031;79360;BEAUVOIR SUR NIORT
-0.4733;46.1809;79031;79360;BEAUVOIR SUR NIORT
-0.4733;46.1809;79031;79360;BEAUVOIR SUR NIORT
4.2476;49.534;08107;08360;CHATEAU PORCIEN
1.8706;50.8582;62397;62340;GUINES
-2.9315;48.6821;22222;22580;PLOUHA
-2.9315;48.6821;22222;22580;PLOUHA
-3.1259;48.4415;22189;22720;PLESIDY
0.7594;46.7415;86193;86450;PLEUMARTIN
5.3356;46.4375;39475;39160;ST AMOUR
1.4431;42.7023;09030;09220;AUZAT
2.1133;48.3584;91533;91690;SACLAS
6.3997;49.1184;57155;57530;COURCELLES CHAUSSY
6.3997;49.1184;57155;57530;COURCELLES CHAUSSY
2.5547;48.9784;93073;93290;TREMBLAY EN FRANCE
5.5205;43.6872;84089;84120;PERTUIS
1.7298;45.1316;19023;19190;BEYNAT
6.2422;47.5329;70197;70230;DAMPIERRE SUR LINOTTE
6.2422;47.5329;70197;70230;DAMPIERRE SUR LINOTTE
6.2422;47.5329;70197;70230;DAMPIERRE SUR LINOTTE
3.2236;45.0046;15168;15320;RUYNES EN MARGERIDE
2.0232;47.6033;41106;41600;LAMOTTE BEUVRON
4.1401;48.0548;10080;10210;CHAOURCE
3.7854;48.0446;89276;89570;NEUVY SAUTOUR
-3.5478;47.9554;29230;29310;QUERRIEN
-0.0449;49.229;14229;14430;DOZULE
-1.2735;48.7239;50597;50870;TIREPIED
-1.2735;48.7239;50597;50870;TIREPIED
7.3051;48.6213;67122;67710;WANGENBOURG ENGENTHAL
7.3051;48.6213;67122;67710;WANGENBOURG ENGENTHAL
7.3051;48.6213;67122;67710;WANGENBOURG ENGENTHAL
7.3051;48.6213;67122;67710;WANGENBOURG ENGENTHAL
7.3051;48.6213;67122;67710;WANGENBOURG ENGENTHAL
6.4779;48.6558;54176;54370;EINVILLE AU JARD
7.2734;47.9689;68287;68250;ROUFFACH
0.939;45.2254;24147;24640;CUBJAC
-0.0256;44.4097;33195;33690;GRIGNOLS
0.4702;44.6454;47142;47410;LAUZUN
1.2267;45.4219;24320;24270;PAYZAC
2.0378;42.6901;09020;09460;ARTIGUES
1.3448;43.2802;09167;09210;LEZAT SUR LEZE
3.8954;44.7342;07142;07660;LESPERON
-4.7176;48.3513;29190;29217;PLOUGONVELIN
-4.7176;48.3513;29190;29217;PLOUGONVELIN
4.7032;47.3105;21611;21540;SOMBERNON
1.457;44.0447;82161;82410;ST ETIENNE DE TULMONT
4.9443;44.3268;84150;84820;VISAN
2.2929;50.2709;62361;62270;FREVENT
0.6506;43.2904;31080;31350;BOULOGNE SUR GESSE
6.0347;44.1239;04244;04290;VOLONNE
1.4126;46.8875;36031;36500;BUZANCAIS
6.8024;43.9503;04076;04320;ENTREVAUX
4.9936;44.3772;84138;84600;VALREAS
-0.1699;45.2103;17241;17270;MONTGUYON
